#{"t_start": 1667215213.704613, "env_id": "CustomMyoChallengeBaodingP2-v1"}
r,l,t
335.05181.5223.782203,200,1434.521136,2209.244375,200,1598.812388,2182.614844,200,1194.068038,2231.922307,200,1838.71537,20979.840745,200,209.7420272.9208,200,1086.41160.7392.84167,200,1087.768272.103959,20414.463263,200,81.7180.170851087.004845,2422.36453.468754462.579551,2419.70708.6041,21040.266149,238.207.692838,20195.049234,627.372.304358,20221.573883,448.334.448287,20516.535107,649.824.867999,20716.626575,793.316.252626,20132.776329,403.571.50932,20632.020432,200,188.183863,20214.055033,200,338.904396,11380.230807,200,499.723233,19915.113319,200,182.520193,20365.269363,200,439.487051,20635.525672,200,579.173346,18656.075523,200,367.198685,151145.549616,20572.639211,200,134.502546,1153.201231,141,1873.525232,187.246797,200,12184.115896,634.136121,200,131197.194259561.553523,200,130278.163171519.532756,200,13095.031579,248.271902,200,1193.907476,2893.415729,200,1422.810922,2331.56057,178,13241.692175,163.509206,155,13186.241126,719.80137,200,133529.694189557.417473,200,133410.014347263.635246,200,133180.09642,283.48135,200,1381156.53118737.280759,200,1385747.80425,200,1386.48362
180.653567,200,1399.799777
109.511395,120,1400.613848
874.840163,200,1401.94453
236.767318363.03375,200,14611.8320531187.057396,200,14295.1811785329.067766,200,1183.352146,3274.777613,110,1480.847378,21021.523945,200,193.978133,20991.903626,200,1111.16606,200,1468.857.4987557.759904,200,1469.799.90051050.457749,200,1513.770621
349.152309,200,1515.111614
1070.357741,200,1516.63553
340.380904,200,1529.690914
554.119527,200,1531.045117
286.706102,200,1532.465208
181.904637,200,1545.094403
394.996149,200,1546.457178
490.761045,200,1547.821365
265.980792,200,1559.973564
188.296723,200,1561.295703
334.002395,114,1562.058201
431.724245,178,1563.281617
210.095093,200,1612.277931
1006.126003,200,1648.679673
174.823352,142,1649.910034
969.666072,200,1662.805
545.797341,200,1664.180459
603.565791,200,1665.543016
181.69709,200,1666.932299
315.607186,200,1679.201718
484.762546,200,1680.586383
416.951591,178,1681.7974
530.327679,200,1693.915145
403.245486,200,1695.243412
792.730068,200,1696.583801
87.606874,75,581.842843,20320.38717,200,1875.247432,2646.356483,200,1279.1322,200534.246994,200403.430404,200184.086103,200985.064731,200774.61023,200,512.410444,20127.007991,55,1180.579842,2583.950401,200,1509.526679,2486.785176,200,1788.273,200,1010.042019,2362.829709,200,1567.772715,2589.226375,200,1393.000073,1614.087217,200,1186.399941,2315.16674,191,1830.50323
580.944525,200,1879.125096
194.702184,200,1880.679014
180.519882,200,1882.041076
183.941197,200,1894.850835
634.584639,200,1896.220211
401.244681,200,1897.567555
644.179178,200,1909.154011
122.754449,134,1910.065179
145.331356,48,1910.39094
571.60672,200,1911.751114
111.175581,122,1912.600725
92.131088,102,1924.639568
326.742515,200,1925.996953
649.389023,200,1927.643719
113.313619,91,1928.40454.43162.1681484.474087,200294.53256.2705331.349117,20915.616758.6713194.051719,20247.151389.3041318.788681,141026.10113.6037503.444373,200904.837639,200,1997.64404
204.846328,198,2033.017092
696.62338,200,2045.390806
366.437418,200,2046.746338
594.696388,200,2048.122563
774.777079,200,2060.437432
